date,open,high,low,close,volume
2002-07-30,81.75,81.9000015258789,81.5199966430664,81.5199966430664,6100
2002-07-31,81.94999694824219,82.80000305175781,81.9000015258789,82.52999877929688,29400
2002-08-01,82.54000091552734,83.0199966430664,82.54000091552734,83.0,25000
2002-08-02,83.16000366210938,84.0999984741211,82.87999725341797,83.8499984741211,52800
2002-08-05,84.04000091552734,84.44000244140625,83.8499984741211,84.22000122070312,61100
2002-08-06,83.87000274658203,83.9000015258789,83.22000122070312,83.5,64900
2002-08-07,83.5999984741211,84.13999938964844,83.36000061035156,83.69999694824219,40300
2002-08-08,83.58000183105469,83.7699966430664,83.36000061035156,83.69999694824219,40900
2002-08-09,84.0,84.87999725341797,84.0,84.87999725341797,35900
2002-08-12,85.30000305175781,86.69999694824219,85.13999938964844,85.4000015258789,32100
2002-08-13,85.77999877929688,86.47000122070312,85.37000274658203,86.44999694824219,75400
2002-08-14,87.45999908447266,87.9000015258789,86.75,86.77999877929688,130000
2002-08-15,86.37999725341797,86.5,85.8499984741211,86.0199966430664,87100
2002-08-16,86.44000244140625,86.5199966430664,84.81999969482422,85.05999755859375,85000
2002-08-19,85.05000305175781,85.33999633789062,84.70999908447266,85.31999969482422,47300
2002-08-20,85.62000274658203,86.29000091552734,85.5999984741211,86.2699966430664,40800
2002-08-21,85.68000030517578,86.0999984741211,85.62999725341797,85.80999755859375,40000
2002-08-22,85.55000305175781,85.55000305175781,85.05999755859375,85.05999755859375,34400
2002-08-23,85.19999694824219,85.94999694824219,85.19999694824219,85.9000015258789,20100
2002-08-26,85.69999694824219,86.20999908447266,85.66999816894531,85.9800033569336,23900
2002-08-27,85.4000015258789,85.68000030517578,85.19999694824219,85.44000244140625,301800
2002-08-28,86.04000091552734,86.18000030517578,85.83999633789062,85.87000274658203,18100
2002-08-29,86.76000213623047,86.86000061035156,86.3499984741211,86.55999755859375,135700
2002-08-30,86.75,87.12999725341797,86.44999694824219,87.08000183105469,78100
2002-09-03,87.08000183105469,88.04000091552734,87.0,88.04000091552734,102100
2002-09-04,88.02999877929688,88.30000305175781,87.83999633789062,88.0199966430664,66300
2002-09-05,88.56999969482422,88.6500015258789,87.37999725341797,88.5,648400
2002-09-06,87.97000122070312,88.19000244140625,87.19999694824219,87.45999908447266,140000
2002-09-09,87.5,87.83000183105469,87.26000213623047,87.33000183105469,83800
2002-09-10,87.16999816894531,88.0,87.0,87.75,336000
2002-09-11,87.0,87.30000305175781,86.75,87.29000091552734,177700
2002-09-12,87.4800033569336,88.13999938964844,87.47000122070312,87.97000122070312,43400
2002-09-13,88.33000183105469,88.94000244140625,88.18000030517578,88.77999877929688,155100
2002-09-16,89.19999694824219,89.22000122070312,88.9000015258789,88.93000030517578,73000
2002-09-17,88.63999938964844,89.31999969482422,88.36000061035156,89.0999984741211,75400
2002-09-18,89.16000366210938,89.55999755859375,89.0199966430664,89.12000274658203,196600
2002-09-19,89.69999694824219,89.7699966430664,89.26000213623047,89.72000122070312,109900
2002-09-20,89.44999694824219,89.5199966430664,89.05999755859375,89.30000305175781,113500
2002-09-23,90.0,90.23999786376953,89.7699966430664,90.0999984741211,163200
2002-09-24,90.30000305175781,90.94000244140625,90.20999908447266,90.68000030517578,251900
2002-09-25,90.0999984741211,90.36000061035156,89.26000213623047,89.58000183105469,127200
2002-09-26,89.05000305175781,89.52999877929688,88.61000061035156,89.37000274658203,429000
2002-09-27,89.52999877929688,90.04000091552734,89.4800033569336,90.04000091552734,298200
2002-09-30,90.66000366210938,90.9000015258789,90.08000183105469,90.4000015258789,297800
2002-10-01,89.16000366210938,89.30000305175781,88.80000305175781,88.94000244140625,257500
2002-10-02,89.23999786376953,89.4800033569336,88.83999633789062,89.44999694824219,91000
2002-10-03,89.30000305175781,89.51000213623047,88.80000305175781,89.2300033569336,29900
2002-10-04,88.4000015258789,89.72000122070312,88.4000015258789,89.51000213623047,131000
2002-10-07,89.9000015258789,89.95999908447266,89.45999908447266,89.66000366210938,433800
2002-10-08,89.5,90.5199966430664,89.36000061035156,89.69000244140625,530900
2002-10-09,90.30000305175781,90.37999725341797,89.94999694824219,90.1500015258789,402900
2002-10-10,90.16999816894531,90.16999816894531,89.27999877929688,89.44000244140625,97100
2002-10-11,89.0999984741211,89.22000122070312,88.05999755859375,88.37999725341797,421800
2002-10-14,88.5,88.55000305175781,88.06999969482422,88.25,18300
2002-10-15,87.0,87.30000305175781,86.1500015258789,86.16000366210938,297100
2002-10-16,86.5999984741211,86.5999984741211,85.88999938964844,86.19999694824219,125200
2002-10-17,85.13999938964844,85.55999755859375,85.06999969482422,85.1500015258789,233400
2002-10-18,85.0199966430664,85.38999938964844,84.27999877929688,85.37000274658203,459100
2002-10-21,85.5,85.5999984741211,84.5,84.54000091552734,134900
2002-10-22,84.8499984741211,84.8499984741211,84.22000122070312,84.30000305175781,205000
2002-10-23,84.75,85.19999694824219,84.18000030517578,84.33000183105469,127800
2002-10-24,84.16000366210938,85.25,84.08000183105469,85.06999969482422,339600
2002-10-25,85.3499984741211,85.55999755859375,85.1500015258789,85.37999725341797,146100
2002-10-28,85.55999755859375,85.63999938964844,85.19999694824219,85.26000213623047,97800
2002-10-29,85.81999969482422,86.88999938964844,85.7699966430664,86.37000274658203,125000
2002-10-30,86.37000274658203,86.68000030517578,86.06999969482422,86.33999633789062,31900
2002-10-31,86.05000305175781,86.86000061035156,86.0199966430664,86.7300033569336,512700
2002-11-01,86.30000305175781,86.93000030517578,85.25,85.9800033569336,125100
2002-11-04,85.4800033569336,85.75,85.25,85.5999984741211,342500
2002-11-05,85.5999984741211,85.5999984741211,85.08999633789062,85.2699966430664,73800
2002-11-06,85.05000305175781,86.12999725341797,84.91000366210938,85.61000061035156,118500
2002-11-07,87.05000305175781,87.7300033569336,86.8499984741211,87.7300033569336,147900
2002-11-08,88.4000015258789,88.6500015258789,87.94999694824219,88.44000244140625,294700
2002-11-11,88.55000305175781,88.91999816894531,88.4000015258789,88.91999816894531,70000
2002-11-12,89.1500015258789,89.1500015258789,88.37000274658203,88.41000366210938,494300
2002-11-13,88.44999694824219,88.69000244140625,87.95999908447266,88.5999984741211,104700
2002-11-14,87.6500015258789,87.6500015258789,86.76000213623047,86.76000213623047,118000
2002-11-15,86.54000091552734,87.2300033569336,86.26000213623047,87.11000061035156,110700
2002-11-18,87.0199966430664,87.62999725341797,86.95999908447266,87.5,32200
2002-11-19,87.94999694824219,88.2300033569336,87.51000213623047,87.81999969482422,51800
2002-11-20,88.19999694824219,88.22000122070312,86.80999755859375,86.95999908447266,307400
2002-11-21,86.5,86.5,85.86000061035156,86.12000274658203,323200
2002-11-22,86.33000183105469,86.38999938964844,85.87999725341797,86.04000091552734,184800
2002-11-25,86.0,86.37999725341797,85.80000305175781,85.87999725341797,288200
2002-11-26,86.19999694824219,87.0199966430664,86.1500015258789,86.95999908447266,377800
2002-11-27,86.25,86.33000183105469,84.95999908447266,85.0,325600
2002-11-29,85.16000366210938,85.62999725341797,85.13999938964844,85.55000305175781,31700
2002-12-02,84.36000061035156,85.4000015258789,84.1500015258789,85.23999786376953,284900
2002-12-03,85.69999694824219,85.69999694824219,85.12000274658203,85.36000061035156,113800
2002-12-04,85.9000015258789,86.0,85.55000305175781,85.80000305175781,129000
2002-12-05,85.27999877929688,86.27999877929688,85.26000213623047,86.0199966430664,206400
2002-12-06,87.0,87.08999633789062,85.76000213623047,86.16999816894531,440500
2002-12-09,86.19999694824219,86.8499984741211,86.16999816894531,86.6500015258789,400300
2002-12-10,86.61000061035156,86.93000030517578,86.5,86.87999725341797,151600
2002-12-11,87.1500015258789,87.6500015258789,86.95999908447266,87.45999908447266,163800
2002-12-12,87.05999755859375,87.5999984741211,87.05999755859375,87.37999725341797,135800
2002-12-13,87.13999938964844,87.16000366210938,86.52999877929688,86.52999877929688,425800
2002-12-16,86.9000015258789,86.9000015258789,85.83999633789062,85.87999725341797,115700
2002-12-17,86.30000305175781,86.3499984741211,85.68000030517578,85.87999725341797,290600
2002-12-18,86.4800033569336,86.69000244140625,86.25,86.55000305175781,191000
2002-12-19,86.80000305175781,87.48999786376953,86.6500015258789,87.31999969482422,134400
2002-12-20,87.2300033569336,87.55999755859375,87.1500015258789,87.37999725341797,41900
2002-12-23,87.36000061035156,87.4000015258789,86.25,87.4000015258789,74200
2002-12-24,88.0,88.08000183105469,87.83999633789062,87.88999938964844,46600
2002-12-26,87.9000015258789,88.05999755859375,87.7300033569336,88.05999755859375,13500
2002-12-27,88.55000305175781,89.02999877929688,88.27999877929688,89.02999877929688,140200
2002-12-30,88.9000015258789,89.23999786376953,88.62999725341797,89.23999786376953,274900
2002-12-31,88.94999694824219,89.33000183105469,88.31999969482422,88.56999969482422,109400
2003-01-02,87.69999694824219,87.9000015258789,86.20999908447266,86.27999877929688,192100
2003-01-03,86.1500015258789,86.54000091552734,85.83000183105469,86.4800033569336,311200
2003-01-06,86.16999816894531,86.29000091552734,85.80999755859375,86.25,35600
2003-01-07,86.19000244140625,86.75,86.16999816894531,86.55999755859375,69800
2003-01-08,86.87999725341797,87.13999938964844,86.77999877929688,86.98999786376953,160100
2003-01-09,86.16999816894531,86.16999816894531,85.0199966430664,85.31999969482422,237500
2003-01-10,85.91999816894531,85.91999816894531,85.12000274658203,85.54000091552734,145200
2003-01-13,85.54000091552734,85.87000274658203,85.4000015258789,85.68000030517578,53300
2003-01-14,86.0,86.27999877929688,85.95999908447266,85.9800033569336,98900
2003-01-15,86.27999877929688,86.69999694824219,86.19999694824219,86.4000015258789,129600
2003-01-16,86.37999725341797,86.5999984741211,85.62000274658203,86.5199966430664,57900
2003-01-17,87.0999984741211,87.23999786376953,86.93000030517578,86.94999694824219,97700
2003-01-21,86.87999725341797,87.44999694824219,86.80000305175781,87.44999694824219,107500
2003-01-22,87.68000030517578,87.9000015258789,87.5199966430664,87.87999725341797,107100
2003-01-23,87.31999969482422,87.69999694824219,87.30000305175781,87.44999694824219,110700
2003-01-24,87.73999786376953,88.44000244140625,87.73999786376953,87.97000122070312,285300
2003-01-27,87.9000015258789,88.04000091552734,87.5,87.6500015258789,150500
2003-01-28,87.6500015258789,87.77999877929688,87.0999984741211,87.6500015258789,454700
2003-01-29,87.83000183105469,87.87999725341797,86.9800033569336,87.16999816894531,221400
2003-01-30,87.19999694824219,87.9000015258789,87.0999984741211,87.81999969482422,108600
2003-01-31,87.9000015258789,88.20999908447266,87.54000091552734,88.05999755859375,182300
2003-02-03,87.66999816894531,87.91000366210938,87.30999755859375,87.87999725341797,55200
2003-02-04,88.37000274658203,88.4000015258789,88.11000061035156,88.2699966430664,56900
