cycle_id,asset,lag,cross_corr
C1,dxy,56,-0.06517027040827589
C1,dxy,57,-0.056621585413187986
C1,dxy,58,-0.051668550549662136
C1,dxy,59,-0.04327076662907154
C1,dxy,60,-0.047734121337628256
C1,tlt,-60,-0.057316895398375645
C1,tlt,-59,-0.028809213672871217
C1,tlt,-58,-0.0030392673360370324
C1,tlt,-57,0.0093931854278474
C1,tlt,-56,0.008703108704602417
C1,tlt,-55,-0.0037421775528678055
C1,tlt,-54,-0.015875631705911497
C1,tlt,-53,-0.02077288197572968
C1,tlt,-52,-0.028212809818600096
C1,tlt,-51,-0.053223089493585785
C1,tlt,-50,-0.06527452124643293
C1,tlt,-49,-0.07272890838074726
C1,tlt,-48,-0.07358283266742018
C1,tlt,-47,-0.0698645378144146
C1,tlt,-46,-0.07454678844498026
C1,tlt,-45,-0.08044827986823277
C1,tlt,-44,-0.06835601795886159
C1,tlt,-43,-0.06108880947373392
C1,tlt,-42,-0.048477129033714754
C1,tlt,-41,-0.03734778075367777
C1,tlt,-40,-0.025412166468793632
C1,tlt,-39,-0.0022705004925858783
C1,tlt,-38,0.014434075636605224
C1,tlt,-37,0.02197781450386773
C1,tlt,-36,0.02844150557455875
C1,tlt,-35,0.016967675753493044
C1,tlt,-34,0.0003557071124090327
C1,tlt,-33,-0.017723880443578467
C1,tlt,-32,-0.05341689698895831
C1,tlt,-31,-0.07926831467114898
C1,tlt,-30,-0.09620128504819489
C1,tlt,-29,-0.11160368668605668
C1,tlt,-28,-0.10393501170872922
C1,tlt,-27,-0.08290172914433866
C1,tlt,-26,-0.07734976625742358
C1,tlt,-25,-0.05538924238729143
C1,tlt,-24,-0.03898865302903467
C1,tlt,-23,-0.03769520687617773
C1,tlt,-22,-0.03428043902244861
C1,tlt,-21,-0.04078051174804761
C1,tlt,-20,-0.06318853321769362
C1,tlt,-19,-0.060949925660481505
C1,tlt,-18,-0.06858977651060623
C1,tlt,-17,-0.06686538259196642
C1,tlt,-16,-0.04908944107631863
C1,tlt,-15,-0.04851463616640267
C1,tlt,-14,-0.05145543104713554
C1,tlt,-13,-0.045494550584988226
C1,tlt,-12,-0.04676099991004618
C1,tlt,-11,-0.04829147233110185
C1,tlt,-10,-0.05831684815237209
C1,tlt,-9,-0.06581228780404044
C1,tlt,-8,-0.056385458368816144
C1,tlt,-7,-0.04238514336901253
C1,tlt,-6,-0.0240027727614391
C1,tlt,-5,-0.011898815769879263
C1,tlt,-4,0.006008175958205685
C1,tlt,-3,0.016967165315946785
C1,tlt,-2,0.00711014235144909
C1,tlt,-1,-0.01199993473560757
C1,tlt,0,-0.031404976541714584
C1,tlt,1,-0.05058122702550439
C1,tlt,2,-0.060512771955245584
C1,tlt,3,-0.07521176137149709
C1,tlt,4,-0.07204383799408333
C1,tlt,5,-0.059484177694751075
C1,tlt,6,-0.035356304860309766
C1,tlt,7,-0.011365883203949937
C1,tlt,8,-0.004051767803034558
C1,tlt,9,-0.009811916366843223
C1,tlt,10,-0.011011368591760957
C1,tlt,11,-0.03152843620127889
C1,tlt,12,-0.04383118457777059
C1,tlt,13,-0.05877767297144718
C1,tlt,14,-0.08281911307076564
C1,tlt,15,-0.08432100718256007
C1,tlt,16,-0.07455760818151418
C1,tlt,17,-0.06144309663115404
C1,tlt,18,-0.03672285198278975
C1,tlt,19,-0.019628910538829418
C1,tlt,20,-0.008355367033884549
C1,tlt,21,0.023194620759622035
C1,tlt,22,0.04164734993641023
C1,tlt,23,0.051102577985320634
C1,tlt,24,0.054163134068001634
C1,tlt,25,0.058133829834566345
C1,tlt,26,0.059263360465818656
C1,tlt,27,0.05969620393488205
C1,tlt,28,0.0437637990483478
C1,tlt,29,0.023905065651133692
C1,tlt,30,0.0061124674374488375
C1,tlt,31,-0.011374686410340853
C1,tlt,32,-0.03050353138352674
C1,tlt,33,-0.04070783312937259
C1,tlt,34,-0.0540477773071396
C1,tlt,35,-0.05412769617954725
C1,tlt,36,-0.046287014973874364
C1,tlt,37,-0.034790117407351426
C1,tlt,38,-0.026761116371739006
C1,tlt,39,-0.01956421334435641
C1,tlt,40,-0.01880610424361783
C1,tlt,41,-0.0036706867489990306
C1,tlt,42,0.004482574645448162
C1,tlt,43,0.010188356734416301
C1,tlt,44,0.015161908125224322
C1,tlt,45,0.029709140671537706
C1,tlt,46,0.049369410376199574
C1,tlt,47,0.06638662402106046
C1,tlt,48,0.06960474223390305
C1,tlt,49,0.06440796041999095
C1,tlt,50,0.05780586856195756
C1,tlt,51,0.04647143548411035
C1,tlt,52,0.025853846072245362
C1,tlt,53,-0.009086311537137504
C1,tlt,54,-0.03267411160428133
C1,tlt,55,-0.049245910729433816
C1,tlt,56,-0.053138466393322106
C1,tlt,57,-0.057205383288526444
C1,tlt,58,-0.05687239244745831
C1,tlt,59,-0.04829683064333796
C1,tlt,60,-0.026764516531053485
C2,eth,-60,-0.04469532276151402
C2,eth,-59,-0.01660620757162791
C2,eth,-58,-0.01450867434028143
C2,eth,-57,-0.006238256522804314
C2,eth,-56,-0.003474350258316007
C2,eth,-55,-0.007153672652987139
C2,eth,-54,-0.0192517619969327
C2,eth,-53,-0.02426889842378314
C2,eth,-52,-0.04531324242094735
C2,eth,-51,-0.05504267990992319
C2,eth,-50,-0.061658573483008954
C2,eth,-49,-0.05627081594404234
C2,eth,-48,-0.049890155562269
C2,eth,-47,-0.033779441631729266
C2,eth,-46,-0.030109297716674407
C2,eth,-45,1.0401105877373506e-05
C2,eth,-44,0.02763933769869464
C2,eth,-43,0.05620740207454447
C2,eth,-42,0.06873754382696536
C2,eth,-41,0.08001967750424153
C2,eth,-40,0.07094442614915945
C2,eth,-39,0.06820309946933395
C2,eth,-38,0.039496913944241055
C2,eth,-37,0.016417203149975874
C2,eth,-36,-0.012640879854698342
C2,eth,-35,-0.04532541069628145
C2,eth,-34,-0.07968831210421476
C2,eth,-33,-0.10519079803368067
C2,eth,-32,-0.13397120784287467
C2,eth,-31,-0.14654822514114946
C2,eth,-30,-0.17251255354517045
C2,eth,-29,-0.20145413499149264
C2,eth,-28,-0.2092777354212239
C2,eth,-27,-0.2050000687751514
C2,eth,-26,-0.18539968606222249
C2,eth,-25,-0.15923576484203303
C2,eth,-24,-0.14459772386998723
C2,eth,-23,-0.10889965632323267
C2,eth,-22,-0.06303422485731013
C2,eth,-21,-0.024907389235331333
C2,eth,-20,0.005061577620259369
C2,eth,-19,0.03305888959617795
C2,eth,-18,0.05029611867404818
C2,eth,-17,0.07722794086717215
C2,eth,-16,0.0878868376079637
C2,eth,-15,0.08019771093483243
C2,eth,-14,0.06310902313647483
C2,eth,-13,0.038930079643314776
C2,eth,-12,0.004152913159067996
C2,eth,-11,-0.02332599166737191
C2,eth,-10,-0.05160816048745679
C2,eth,-9,-0.07759809380276103
C2,eth,-8,-0.07187984658904673
C2,eth,-7,-0.06812568568561482
C2,eth,-6,0.05484396248731288
C2,eth,-5,0.166892295946142
C2,eth,-4,0.2890543576758649
C2,eth,-3,0.40384825580160894
C2,eth,-2,0.5267769661952342
C2,eth,-1,0.6300162333423373
C2,eth,0,0.7634256175130171
C2,eth,1,0.6780636107154681
C2,eth,2,0.6193953982389593
C2,eth,3,0.5349848769237823
C2,eth,4,0.45268362249221966
C2,eth,5,0.3599569210299356
C2,eth,6,0.26253975334108187
C2,eth,7,0.13429413538777213
C2,eth,8,0.11639947788421993
C2,eth,9,0.08431323538030149
C2,eth,10,0.07329300510083726
C2,eth,11,0.06926196781531577
C2,eth,12,0.06805938715070921
C2,eth,13,0.07387988900015119
C2,eth,14,0.08756731036723736
C2,eth,15,0.09010956032682745
C2,eth,16,0.09810298357929809
C2,eth,17,0.0944696590982332
C2,eth,18,0.07335931333063922
C2,eth,19,0.055349987417841404
C2,eth,20,0.035527983741185216
C2,eth,21,0.01999121696685692
C2,eth,22,0.0199116117596677
C2,eth,23,0.005588306491145702
C2,eth,24,3.1715639902850845e-05
C2,eth,25,0.004910476999232803
C2,eth,26,0.007014398267542592
C2,eth,27,0.011027806094410854
C2,eth,28,0.011064652831234884
C2,eth,29,0.0029659750676129114
C2,eth,30,0.005842287938070495
C2,eth,31,0.0053577718825754145
C2,eth,32,0.0020951177730046846
C2,eth,33,0.005576975594973924
C2,eth,34,0.002076951916796463
C2,eth,35,0.004252982060215841
C2,eth,36,0.012551429178110633
C2,eth,37,0.0268049922606866
C2,eth,38,0.04092910893594986
C2,eth,39,0.05904207883961088
C2,eth,40,0.0660728458801482
C2,eth,41,0.08378691505622023
C2,eth,42,0.0970907872893286
C2,eth,43,0.09566621493360727
C2,eth,44,0.07578320431134733
C2,eth,45,0.046220672071461605
C2,eth,46,0.02118478579515964
C2,eth,47,0.008734194315519877
C2,eth,48,-0.00858628675389434
C2,eth,49,-0.02093486059294497
C2,eth,50,-0.023928252386535644
C2,eth,51,-0.013385327652232893
C2,eth,52,0.013612937831209117
C2,eth,53,0.04052786130185614
C2,eth,54,0.06137440561135763
C2,eth,55,0.08001576126665651
C2,eth,56,0.08508046317553321
C2,eth,57,0.09123225995105562
C2,eth,58,0.09576075469632256
C2,eth,59,0.09696907872137563
C2,eth,60,0.07814296476590782
C2,xrp,-60,0.05334982906562001
C2,xrp,-59,0.05828901744533285
C2,xrp,-58,0.0436314485629356
C2,xrp,-57,0.027746897168276316
C2,xrp,-56,0.011458202514506514
C2,xrp,-55,-0.029400088964607586
C2,xrp,-54,-0.058411522379898176
C2,xrp,-53,-0.07240893699380102
C2,xrp,-52,-0.09092921319425173
C2,xrp,-51,-0.09482484575484548
C2,xrp,-50,-0.09197690029494182
C2,xrp,-49,-0.07851453727208173
C2,xrp,-48,-0.05037866987040412
C2,xrp,-47,-0.022721996333489192
C2,xrp,-46,-0.01770473397458867
C2,xrp,-45,0.009007461645796012
C2,xrp,-44,0.01797410560265124
C2,xrp,-43,0.026062736141659302
C2,xrp,-42,0.02274823508374075
C2,xrp,-41,0.006469429675253286
C2,xrp,-40,-0.030008366925770934
C2,xrp,-39,-0.05259650970853908
C2,xrp,-38,-0.10092582897199653
C2,xrp,-37,-0.13290536051281465
C2,xrp,-36,-0.1638723540883059
C2,xrp,-35,-0.2030297992925857
C2,xrp,-34,-0.22557230655013413
C2,xrp,-33,-0.2288398748670631
C2,xrp,-32,-0.23510020500721585
C2,xrp,-31,-0.2238824601314036
C2,xrp,-30,-0.22203800404673932
C2,xrp,-29,-0.22652077980012064
C2,xrp,-28,-0.20442954002301608
C2,xrp,-27,-0.18250745544017727
C2,xrp,-26,-0.15501387452849366
C2,xrp,-25,-0.11934867092999162
C2,xrp,-24,-0.09549286655372975
C2,xrp,-23,-0.056549292095982556
C2,xrp,-22,-0.017958318628210835
C2,xrp,-21,0.0030586049407012633
C2,xrp,-20,0.017878331988143235
C2,xrp,-19,0.021575975690307655
C2,xrp,-18,0.017249793918064738
C2,xrp,-17,0.027109162130599884
C2,xrp,-16,0.018747265267619193
C2,xrp,-15,0.01375286416823557
C2,xrp,-14,0.0001328408031526314
C2,xrp,-13,-0.020864575106457294
C2,xrp,-12,-0.03336858583538535
C2,xrp,-11,-0.04682264728310358
C2,xrp,-10,-0.05732161162509211
C2,xrp,-9,-0.05851863134077981
C2,xrp,-8,-0.04650256817137184
C2,xrp,-7,-0.027049971643617495
C2,xrp,-6,0.07655060665883529
C2,xrp,-5,0.16069440339558907
C2,xrp,-4,0.25268844471570945
C2,xrp,-3,0.3313321875840162
C2,xrp,-2,0.4064247096343503
C2,xrp,-1,0.45845976023802076
C2,xrp,0,0.5327380998888682
C2,xrp,1,0.4619539954537784
C2,xrp,2,0.41863323786116113
C2,xrp,3,0.3556410057530494
C2,xrp,4,0.29161078540224916
C2,xrp,5,0.23283297682217957
C2,xrp,6,0.18005848058289645
C2,xrp,7,0.09871615693218201
C2,xrp,8,0.08478601917114839
C2,xrp,9,0.05536077025368456
C2,xrp,10,0.04897572084663987
C2,xrp,11,0.056085616020755284
C2,xrp,12,0.06238026909843796
C2,xrp,13,0.07609160227956904
C2,xrp,14,0.1040238692815451
C2,xrp,15,0.12845921754687845
C2,xrp,16,0.1565226519219844
C2,xrp,17,0.17707237209226975
C2,xrp,18,0.17686369509824082
C2,xrp,19,0.17053631729456348
C2,xrp,20,0.16509249508324544
C2,xrp,21,0.15623909809986433
C2,xrp,22,0.16178508806923303
C2,xrp,23,0.15579642129802687
C2,xrp,24,0.1424081058308224
C2,xrp,25,0.14386525677381828
C2,xrp,26,0.14068999053905995
C2,xrp,27,0.12690937847821568
C2,xrp,28,0.10505303404416158
C2,xrp,29,0.07078553610149167
C2,xrp,30,0.04687141360513273
C2,xrp,31,0.03184888291248983
C2,xrp,32,0.005280956167098205
C2,xrp,33,-0.0035706397237609314
C2,xrp,34,-0.01156405637220521
C2,xrp,35,-0.004885419753082018
C2,xrp,36,0.006854601080043972
C2,xrp,37,0.023532751978467634
C2,xrp,38,0.03808794269806117
C2,xrp,39,0.05799755546554847
C2,xrp,40,0.06482433858717161
C2,xrp,41,0.07788034175606053
C2,xrp,42,0.08182250063793095
C2,xrp,43,0.07468223464867935
C2,xrp,44,0.04847768927563301
C2,xrp,45,0.0064343641346629125
C2,xrp,46,-0.03137302299736928
C2,xrp,47,-0.06361296790854463
C2,xrp,48,-0.09349954058781873
C2,xrp,49,-0.11786118345912205
C2,xrp,50,-0.1338592442727385
C2,xrp,51,-0.13053454671965717
C2,xrp,52,-0.10347774284842452
C2,xrp,53,-0.06819092006638566
C2,xrp,54,-0.03197116149691525
C2,xrp,55,0.002242718565830706
C2,xrp,56,0.03355731567927502
C2,xrp,57,0.07471843829344471
C2,xrp,58,0.11400016727304219
C2,xrp,59,0.15093925403309577
C2,xrp,60,0.1641157901626155
C2,sol,-60,-0.05676775988848628
C2,sol,-59,-0.03397060770366622
C2,sol,-58,0.07720630623545602
C2,sol,-57,0.14791424726740174
C2,sol,-56,0.14829450724042864
C2,sol,-55,0.22572490798966466
C2,sol,-54,0.22920381566886602
C2,sol,-53,0.3264970400572409
C2,sol,-52,0.3693750038113434
C2,sol,-51,0.2241659749714999
C2,sol,-50,0.22623611508130714
C2,sol,-49,0.22560751679592375
C2,sol,-48,0.142976875023264
C2,sol,-47,-0.005624635225351619
C2,sol,-46,-0.11160603796006195
C2,sol,-45,-0.21477871220668296
C2,sol,-44,-0.1895727784022319
C2,sol,-43,-0.21777030220701538
C2,sol,-42,-0.17670188242190643
C2,sol,-41,-0.09313042635030996
C2,sol,-40,0.11903211893643374
C2,sol,-39,0.25113118070503826
C2,sol,-38,0.35321355317243464
C2,sol,-37,0.4864049157557811
C2,sol,-36,0.5197816697541977
C2,sol,-35,0.48152672753904135
C2,sol,-34,0.48036711423534445
C2,sol,-33,0.40262674199485116
C2,sol,-32,0.34530478795690767
C2,sol,-31,0.27405595002021454
C2,sol,-30,0.13525698658480115
C2,sol,-29,0.08895246852050785
C2,sol,-28,0.06776691498598536
C2,sol,-27,0.026504715598678563
C2,sol,-26,-0.0448898155396245
C2,sol,-25,-0.10435552108387111
C2,sol,-24,-0.1420375924056446
C2,sol,-23,-0.10209306489749799
C2,sol,-22,-0.0964591044520802
C2,sol,-21,-0.06740876449999458
C2,sol,-20,-0.03434312560087828
C2,sol,-19,0.08412620180315544
C2,sol,-18,0.12152500538891965
C2,sol,-17,0.14055681519879668
C2,sol,-16,0.13941966567540423
C2,sol,-15,0.15636666088360213
C2,sol,-14,0.13235303072425622
C2,sol,-13,0.05776767977147224
C2,sol,-12,-0.08761980298285962
C2,sol,-11,-0.13730905355695142
C2,sol,-10,-0.1433373660594777
C2,sol,-9,-0.17258737753574158
C2,sol,-8,-0.21681683686193962
C2,sol,-7,-0.19591407302979172
C2,sol,-6,-0.10442783716425594
C2,sol,-5,-0.013895576469690963
C2,sol,-4,0.06058228938516164
C2,sol,-3,0.08677081600712631
C2,sol,-2,0.15308018475796922
C2,sol,-1,0.2249300245864283
C2,sol,0,0.24071764851644056
C2,sol,1,0.18794671790666734
C2,sol,2,0.16505988473463878
C2,sol,3,0.1457547115297664
C2,sol,4,0.14097532303244145
C2,sol,5,0.09235783304004873
C2,sol,6,0.037889380866976685
C2,sol,7,-0.012738921268479175
C2,sol,8,-0.022600764769843233
C2,sol,9,-0.020209747421886293
C2,sol,10,-0.037747051219969636
C2,sol,11,-0.061815040157638744
C2,sol,12,-0.07513915343049558
C2,sol,13,-0.08184681972848236
C2,sol,14,-0.0684386550667718
C2,sol,15,-0.05466256875851075
C2,sol,16,-0.021188119542777405
C2,sol,17,0.032154619429799684
C2,sol,18,0.050830618242387174
C2,sol,19,0.06822017073025848
C2,sol,20,0.09403352504144773
C2,sol,21,0.08598630749996389
C2,sol,22,0.0567171885618998
C2,sol,23,-0.04624571061073345
C2,sol,24,-0.15568520648866058
C2,sol,25,-0.237034650355166
C2,sol,26,-0.2986407388913956
C2,sol,27,-0.3536499687651202
C2,sol,28,-0.37452698764854536
C2,sol,29,-0.390457759408811
C2,sol,30,-0.23193220341964166
C2,sol,31,-0.17013194873697773
C2,sol,32,-0.050507080896791
C2,sol,33,0.053939332752082
C2,sol,34,0.11487964943242518
C2,sol,35,0.13214932128422774
C2,sol,36,0.17987716515416385
C2,sol,37,0.15373581649827284
C2,sol,38,0.17554481215104006
C2,sol,39,0.1394766709670151
C2,sol,40,0.09926076605309883
C2,sol,41,0.06155959672451478
C2,sol,42,0.05319871285683494
C2,sol,43,-0.011392688088124787
C2,sol,44,-0.07246765801491593
C2,sol,45,-0.12163796094975345
C2,sol,46,-0.1350262839716887
C2,sol,47,-0.16608339206844847
C2,sol,48,-0.16781723641772345
C2,sol,49,-0.1518597421618625
C2,sol,50,-0.10116280611540357
C2,sol,51,-0.012780581177632097
C2,sol,52,0.062062668346872206
C2,sol,53,0.13321333852462666
C2,sol,54,0.23897109830409458
C2,sol,55,0.30560269968526066
C2,sol,56,0.3423205915354356
C2,sol,57,0.34665107093571934
C2,sol,58,0.325857588300638
C2,sol,59,0.2785867151434034
C2,sol,60,0.20435544834821331
C2,mstr,-60,-0.0163305218280958
C2,mstr,-59,-0.01667991268750655
C2,mstr,-58,-0.017940405129943233
C2,mstr,-57,-0.020530524614805475
C2,mstr,-56,-0.011205781376129773
C2,mstr,-55,-0.0002653076124607343
C2,mstr,-54,0.012223481660835103
C2,mstr,-53,0.021946223540803927
C2,mstr,-52,0.022692098454847588
C2,mstr,-51,0.02153590982928166
C2,mstr,-50,0.026804184521649
C2,mstr,-49,0.025803304240003596
C2,mstr,-48,0.026663367903533238
C2,mstr,-47,0.024881297553028106
C2,mstr,-46,0.023744048115032303
C2,mstr,-45,0.026892688414020646
C2,mstr,-44,0.0353873323615121
C2,mstr,-43,0.027953345232103
C2,mstr,-42,0.02095519429500107
C2,mstr,-41,0.014267593341142587
C2,mstr,-40,0.008810019758859842
C2,mstr,-39,0.0013373017837672518
C2,mstr,-38,-0.004415949253164478
C2,mstr,-37,-0.014765229362607234
C2,mstr,-36,-0.008717845778759297
C2,mstr,-35,0.0013748662290202999
C2,mstr,-34,0.011195883542027149
C2,mstr,-33,0.016415319698374297
C2,mstr,-32,0.02109599812150558
C2,mstr,-31,0.025057127455301628
C2,mstr,-30,0.02680583997482864
C2,mstr,-29,0.023855834983465874
C2,mstr,-28,0.014350090668865327
C2,mstr,-27,-0.002879851763380879
C2,mstr,-26,-0.004020940201376136
C2,mstr,-25,0.0004394769733610394
C2,mstr,-24,0.010520146917641344
C2,mstr,-23,0.02471061679116819
C2,mstr,-22,0.036323411370914216
C2,mstr,-21,0.05009116605781726
C2,mstr,-20,0.07560860352675039
C2,mstr,-19,0.08648084814705828
C2,mstr,-18,0.08736223929458778
C2,mstr,-17,0.07691243732147673
C2,mstr,-16,0.06383465986105091
C2,mstr,-15,0.05534082821287591
C2,mstr,-14,0.043630358974084286
C2,mstr,-13,0.026642689289964997
C2,mstr,-12,0.010974612475899603
C2,mstr,-11,0.004788760043056501
C2,mstr,-10,0.008542451932764083
C2,mstr,-9,0.010635661285879144
C2,mstr,-8,0.007852633730272158
C2,mstr,-7,0.009086740281943654
C2,mstr,-6,0.01330306525011277
C2,mstr,-5,0.021313163206472863
C2,mstr,-4,0.02731525469860613
C2,mstr,-3,0.029155779136876624
C2,mstr,-2,0.0449944683005082
C2,mstr,-1,0.05922493902337158
C2,mstr,0,0.08012256071296855
C2,mstr,1,0.08983480410567657
C2,mstr,2,0.09695035282866533
C2,mstr,3,0.10242639986448927
C2,mstr,4,0.10199750686432262
C2,mstr,5,0.08353245032217121
C2,mstr,6,0.06619769517840128
C2,mstr,7,0.03958630585846113
C2,mstr,8,0.02041809856217716
C2,mstr,9,0.003999405808881807
C2,mstr,10,-0.016757638301394023
C2,mstr,11,-0.025116900121370484
C2,mstr,12,-0.026839314588109307
C2,mstr,13,-0.019576135057486184
C2,mstr,14,-0.010520785400398767
C2,mstr,15,0.0015448934557857066
C2,mstr,16,0.006852403911688879
C2,mstr,17,0.019851150824861517
C2,mstr,18,0.022688115024137288
C2,mstr,19,0.027680420064218662
C2,mstr,20,0.023448296971371137
C2,mstr,21,0.01198153537131579
C2,mstr,22,-0.0029435826947314565
C2,mstr,23,-0.014805075958375248
C2,mstr,24,-0.028129518158470167
C2,mstr,25,-0.04012624032618046
C2,mstr,26,-0.0517432125093313
C2,mstr,27,-0.06780789904539707
C2,mstr,28,-0.07115266456664426
C2,mstr,29,-0.07347889584225703
C2,mstr,30,-0.07192753751585727
C2,mstr,31,-0.06724910711809214
C2,mstr,32,-0.05883952350437642
C2,mstr,33,-0.05541181219180015
C2,mstr,34,-0.03857093751363687
C2,mstr,35,-0.03144720944562919
C2,mstr,36,-0.02388372853273779
C2,mstr,37,-0.021944623856061746
C2,mstr,38,-0.027258429529942937
C2,mstr,39,-0.032813981635942575
C2,mstr,40,-0.033926204210029856
C2,mstr,41,-0.041921794639531856
C2,mstr,42,-0.04249640509833658
C2,mstr,43,-0.042528614645326056
C2,mstr,44,-0.03265294330825526
C2,mstr,45,-0.019250780070665826
C2,mstr,46,-0.005774448617221352
C2,mstr,47,0.004967869800053815
C2,mstr,48,0.01486666235439656
C2,mstr,49,0.02270526455955677
C2,mstr,50,0.02536070982424911
C2,mstr,51,0.017525037580590923
C2,mstr,52,0.0025855346002243876
C2,mstr,53,-0.01806276010932004
C2,mstr,54,-0.03617234446109194
C2,mstr,55,-0.051391328848076075
C2,mstr,56,-0.06285268305459572
C2,mstr,57,-0.06908777332265292
C2,mstr,58,-0.07262424431979678
C2,mstr,59,-0.06774886177064979
C2,mstr,60,-0.056912713751248206
C2,wgmi,-60,
C2,wgmi,-59,
C2,wgmi,-58,
C2,wgmi,-57,
C2,wgmi,-56,
C2,wgmi,-55,
C2,wgmi,-54,
C2,wgmi,-53,
C2,wgmi,-52,
C2,wgmi,-51,
C2,wgmi,-50,
C2,wgmi,-49,
C2,wgmi,-48,
C2,wgmi,-47,
C2,wgmi,-46,
C2,wgmi,-45,
C2,wgmi,-44,
C2,wgmi,-43,
C2,wgmi,-42,
C2,wgmi,-41,
C2,wgmi,-40,
C2,wgmi,-39,
C2,wgmi,-38,
C2,wgmi,-37,
C2,wgmi,-36,
C2,wgmi,-35,
C2,wgmi,-34,
C2,wgmi,-33,
C2,wgmi,-32,
C2,wgmi,-31,
C2,wgmi,-30,
C2,wgmi,-29,
C2,wgmi,-28,
C2,wgmi,-27,
C2,wgmi,-26,
C2,wgmi,-25,
C2,wgmi,-24,
C2,wgmi,-23,
C2,wgmi,-22,
C2,wgmi,-21,
C2,wgmi,-20,
C2,wgmi,-19,
C2,wgmi,-18,
C2,wgmi,-17,
C2,wgmi,-16,
C2,wgmi,-15,
C2,wgmi,-14,
C2,wgmi,-13,
C2,wgmi,-12,
C2,wgmi,-11,
C2,wgmi,-10,
C2,wgmi,-9,
C2,wgmi,-8,
C2,wgmi,-7,
C2,wgmi,-6,
C2,wgmi,-5,
C2,wgmi,-4,
C2,wgmi,-3,
C2,wgmi,-2,
C2,wgmi,-1,
C2,wgmi,0,
C2,wgmi,1,
C2,wgmi,2,
C2,wgmi,3,
C2,wgmi,4,
C2,wgmi,5,
C2,wgmi,6,
C2,wgmi,7,
C2,wgmi,8,
C2,wgmi,9,
C2,wgmi,10,
C2,wgmi,11,
C2,wgmi,12,
C2,wgmi,13,
C2,wgmi,14,
C2,wgmi,15,
C2,wgmi,16,
C2,wgmi,17,
C2,wgmi,18,
C2,wgmi,19,
C2,wgmi,20,
C2,wgmi,21,
C2,wgmi,22,
C2,wgmi,23,
C2,wgmi,24,
C2,wgmi,25,
C2,wgmi,26,
C2,wgmi,27,
C2,wgmi,28,
C2,wgmi,29,
C2,wgmi,30,
C2,wgmi,31,
C2,wgmi,32,
C2,wgmi,33,
C2,wgmi,34,
C2,wgmi,35,
C2,wgmi,36,
C2,wgmi,37,
C2,wgmi,38,
C2,wgmi,39,
C2,wgmi,40,
C2,wgmi,41,
C2,wgmi,42,
C2,wgmi,43,
C2,wgmi,44,
C2,wgmi,45,
C2,wgmi,46,
C2,wgmi,47,
C2,wgmi,48,
C2,wgmi,49,
C2,wgmi,50,
C2,wgmi,51,
C2,wgmi,52,
C2,wgmi,53,
C2,wgmi,54,
C2,wgmi,55,
C2,wgmi,56,
C2,wgmi,57,
C2,wgmi,58,
C2,wgmi,59,
C2,wgmi,60,
C2,spx,-60,-0.015421954601753036
C2,spx,-59,-0.01155003160682597
C2,spx,-58,-0.00819448577196412
C2,spx,-57,-0.006291348511391717
C2,spx,-56,0.007171802175796191
C2,spx,-55,0.022819041869672093
C2,spx,-54,0.03093769049376849
C2,spx,-53,0.03842382542868745
C2,spx,-52,0.034941503369647055
C2,spx,-51,0.034270149762301465
C2,spx,-50,0.03996962403851252
C2,spx,-49,0.03601966269860073
C2,spx,-48,0.020256152910471753
C2,spx,-47,0.013405814791875387
C2,spx,-46,0.0020838487194799566
C2,spx,-45,0.005662620127747582
C2,spx,-44,0.004328933436467352
C2,spx,-43,-0.0029455528909700774
C2,spx,-42,-0.014531024442245327
C2,spx,-41,-0.008983113921545554
C2,spx,-40,-0.006974282834691687
C2,spx,-39,-0.001974242904383581
C2,spx,-38,-0.0030278139138011856
C2,spx,-37,-0.004790842991231796
C2,spx,-36,0.0008759708334152334
C2,spx,-35,0.016806578012590237
C2,spx,-34,0.018701249763486395
C2,spx,-33,0.015747856371303603
C2,spx,-32,0.015720329019376256
C2,spx,-31,0.014489043980041595
C2,spx,-30,0.01890946526119583
C2,spx,-29,0.016588345606071687
C2,spx,-28,0.008006384826368151
C2,spx,-27,-0.0011609752144259456
C2,spx,-26,0.0002504322363540846
C2,spx,-25,-0.0026378827867425013
C2,spx,-24,-0.0032140825227920796
C2,spx,-23,0.0002782906496710508
C2,spx,-22,0.005738242226047611
C2,spx,-21,0.015254252620257893
C2,spx,-20,0.0334601322919903
C2,spx,-19,0.04761064584431717
C2,spx,-18,0.060120629311156984
C2,spx,-17,0.07357244776181837
C2,spx,-16,0.07242143157186583
C2,spx,-15,0.07460387494955106
C2,spx,-14,0.07155631173384566
C2,spx,-13,0.06893657872117522
C2,spx,-12,0.06085409887650829
C2,spx,-11,0.059956462064256595
C2,spx,-10,0.05520975803894281
C2,spx,-9,0.057980084075454866
C2,spx,-8,0.055107783454017664
C2,spx,-7,0.052264031929941376
C2,spx,-6,0.05441244440112928
C2,spx,-5,0.05826866553603642
C2,spx,-4,0.05855132432437879
C2,spx,-3,0.06291735788191731
C2,spx,-2,0.08003757245083101
C2,spx,-1,0.09379946124165922
C2,spx,0,0.12038838336531239
C2,spx,1,0.12944250917168168
C2,spx,2,0.14420430298088427
C2,spx,3,0.15749723657797737
C2,spx,4,0.16516536120147063
C2,spx,5,0.15646747832842822
C2,spx,6,0.14668973698905216
C2,spx,7,0.12119126939375598
