date,close,sma_50w,sma_200w,below_sma_50w,below_sma_200w,event_first_below_50w,event_first_below_200w,event_reclaim_50w,event_reclaim_200w
2020-03-30,6775.2,8642.16,5588.1,True,False,False,False,False,False
2020-04-06,6908.24,8677.1,5619.28,True,False,False,False,False,False
2020-04-13,7126.4,8705.44,5651.11,True,False,False,False,False,False
2020-04-20,7701.73,8719.99,5686.47,True,False,False,False,False,False
2020-04-27,8915.98,8734.31,5727.76,False,False,False,False,False,False
2020-05-04,8731.17,8734.27,5768.17,True,False,False,False,False,False
2020-05-11,9665.7,8752.89,5813.1,False,False,False,False,False,False
2020-05-18,8718.77,8774.61,5853.39,True,False,False,False,False,False
2020-05-25,9446.19,8784.05,5897.5,False,False,False,False,True,False
2020-06-01,9750.04,8762.41,5943.28,False,False,False,False,False,False
2020-06-08,9329.99,8733.81,5987.09,False,False,False,False,False,False
2020-06-15,9283.03,8690.07,6030.62,False,False,False,False,False,False
2020-06-22,9118.01,8668.59,6073.34,False,False,False,False,False,False
2020-06-29,9076.82,8638.12,6115.71,False,False,False,False,False,False
2020-07-06,9306.17,8633.58,6159.21,False,False,False,False,False,False
2020-07-13,9211.99,8598.08,6202.23,False,False,False,False,False,False
2020-07-20,9944.65,8566.4,6248.96,False,False,False,False,False,False
2020-07-27,11071.66,8581.46,6301.27,False,False,False,False,False,False
2020-08-03,11683.03,8612.38,6356.62,False,False,False,False,False,False
2020-08-10,11914.02,8655.31,6413.0,False,False,False,False,False,False
2020-08-17,11644.65,8680.2,6467.98,False,False,False,False,False,False
2020-08-24,11708.97,8708.26,6523.03,False,False,False,False,False,False
2020-08-31,10260.17,8713.06,6570.79,False,False,False,False,False,False
2020-09-07,10334.78,8758.8,6618.96,False,False,False,False,False,False
2020-09-14,10923.5,8820.19,6669.94,False,False,False,False,False,False
2020-09-21,10780.66,8870.14,6720.21,False,False,False,False,False,False
2020-09-28,10669.63,8918.82,6769.74,False,False,False,False,False,False
2020-10-05,11372.93,8955.14,6822.76,False,False,False,False,False,False
2020-10-12,11519.97,9001.4,6876.42,False,False,False,False,False,False
2020-10-19,13039.09,9081.69,6937.16,False,False,False,False,False,False
2020-10-26,13762.0,9186.94,7000.98,False,False,False,False,False,False
2020-11-02,15489.15,9358.56,7073.88,False,False,False,False,False,False
2020-11-09,15975.49,9529.81,7149.65,False,False,False,False,False,False
2020-11-16,18435.2,9748.03,7237.21,False,False,False,False,False,False
2020-11-23,18192.03,9969.57,7323.61,False,False,False,False,False,False
2020-11-30,19380.58,10206.99,7415.45,False,False,False,False,False,False
2020-12-07,19162.36,10442.53,7506.26,False,False,False,False,False,False
2020-12-14,23470.85,10764.81,7618.36,False,False,False,False,False,False
2020-12-21,26259.6,11126.39,7743.76,False,False,False,False,False,False
2020-12-28,33097.83,11614.41,7902.88,False,False,False,False,False,False
2021-01-04,38173.73,12206.08,8087.62,False,False,False,False,False,False
2021-01-11,35819.25,12735.87,8261.63,False,False,False,False,False,False
2021-01-18,32288.83,13178.17,8418.27,False,False,False,False,False,False
2021-01-25,33141.38,13642.74,8578.59,False,False,False,False,False,False
2021-02-01,38858.39,14220.6,8766.85,False,False,False,False,False,False
2021-02-08,48662.5,15023.27,9004.35,False,False,False,False,False,False
2021-02-15,57492.91,16012.46,9285.6,False,False,False,False,False,False
2021-02-22,45240.96,16810.4,9505.06,False,False,False,False,False,False
2021-03-01,50967.3,17713.49,9752.12,False,False,False,False,False,False
2021-03-08,59016.39,18776.4,10038.29,False,False,False,False,False,False
2021-03-15,57381.79,19788.53,10315.11,False,False,False,False,False,False
2021-03-22,55790.92,20766.18,10583.17,False,False,False,False,False,False
2021-03-29,58212.18,21787.9,10861.58,False,False,False,False,False,False
2021-04-05,59979.26,22833.45,11146.7,False,False,False,False,False,False
2021-04-12,56280.6,23780.74,11415.52,False,False,False,False,False,False
2021-04-19,49128.43,24588.69,11648.65,False,False,False,False,False,False
2021-04-26,56622.66,25527.83,11919.24,False,False,False,False,False,False
2021-05-03,58305.24,26519.56,12198.26,False,False,False,False,False,False
2021-05-10,46444.75,27259.53,12420.89,False,False,False,False,False,False
2021-05-17,34706.79,27758.66,12580.68,False,False,False,False,False,False
2021-05-24,35677.72,28285.62,12745.36,False,False,False,False,False,False
2021-05-31,35808.85,28816.13,12908.29,False,False,False,False,False,False
2021-06-07,39013.76,29414.05,13083.09,False,False,False,False,False,False
2021-06-14,35589.77,29944.31,13240.75,False,False,False,False,False,False
2021-06-21,34699.5,30452.17,13392.55,False,False,False,False,False,False
2021-06-28,35289.21,30973.72,13545.97,False,False,False,False,False,False
2021-07-05,34258.53,31459.99,13696.13,False,False,False,False,False,False
2021-07-12,31776.65,31874.09,13836.7,True,False,False,False,False,False
2021-07-19,35428.28,32349.0,13995.52,False,False,False,False,True,False
2021-07-26,39839.0,32907.5,14172.83,False,False,False,False,False,False
2021-08-02,43858.42,33551.77,14369.13,False,False,False,False,False,False
2021-08-09,47028.3,34258.16,14575.87,False,False,False,False,False,False
2021-08-16,49301.86,35039.0,14792.54,False,False,False,False,False,False
2021-08-23,48808.72,35808.47,15005.89,False,False,False,False,False,False
2021-08-30,51809.28,36626.19,15228.08,False,False,False,False,False,False
2021-09-06,46035.0,37331.28,15428.9,False,False,False,False,False,False
2021-09-13,47245.25,38062.79,15625.04,False,False,False,False,False,False
2021-09-20,43204.73,38699.42,15794.71,False,False,False,False,False,False
2021-09-27,48235.93,39433.74,15979.64,False,False,False,False,False,False
2021-10-04,54714.95,40267.26,16179.76,False,False,False,False,False,False
2021-10-11,61538.97,41222.8,16392.69,False,False,False,False,False,False
2021-10-18,60910.16,42131.22,16626.45,False,False,False,False,False,False
2021-10-25,61359.44,43038.9,16863.85,False,False,False,False,False,False
2021-11-01,63300.0,43936.2,17099.73,False,False,False,False,False,False
2021-11-08,65509.87,44882.55,17359.04,False,False,False,False,False,False
2021-11-15,58678.47,45668.51,17594.64,False,False,False,False,False,False
2021-11-22,57338.55,46432.03,17822.9,False,False,False,False,False,False
2021-11-29,49463.22,46951.88,18029.26,False,False,False,False,False,False
2021-12-06,50124.38,47429.18,18239.55,False,False,False,False,False,False
2021-12-13,46704.67,47701.31,18420.97,True,False,False,False,False,False
2021-12-20,50791.21,47953.66,18626.97,False,False,False,False,False,False
2021-12-27,47350.22,48184.28,18806.41,True,False,True,False,False,False
2022-01-03,41875.81,48376.02,18968.11,True,False,False,False,False,False
2022-01-10,43107.7,48575.35,19142.71,True,False,False,False,False,False
2022-01-17,36293.62,48524.05,19281.91,True,False,False,False,False,False
2022-01-24,37941.82,48309.64,19437.55,True,False,False,False,False,False
2022-01-31,42420.24,48008.19,19614.51,True,False,False,False,False,False
2022-02-07,42077.74,47944.92,19783.13,True,False,False,False,False,False
2022-02-14,38373.9,47693.05,19931.05,True,False,False,False,False,False
2022-02-21,37712.68,47266.98,20072.65,True,False,False,False,False,False
2022-02-28,38438.89,46888.12,20216.72,True,False,False,False,False,False
2022-03-07,37790.54,46528.11,20362.19,True,False,False,False,False,False
2022-03-14,41242.14,46188.71,20525.81,True,False,False,False,False,False
2022-03-21,46864.39,45926.42,20723.4,False,False,False,False,True,False
2022-03-28,46401.57,45728.84,20916.88,False,False,False,False,False,False
2022-04-04,42133.85,45588.94,21093.65,True,False,True,False,False,False
2022-04-11,39691.27,45250.32,21259.84,True,False,False,False,False,False
2022-04-18,39467.4,44873.56,21426.41,True,False,False,False,False,False
2022-04-25,38488.34,44714.43,21587.1,True,False,False,False,False,False
2022-05-02,34025.5,44700.81,21723.69,True,False,False,False,False,False
2022-05-09,31295.03,44613.15,21848.42,True,False,False,False,False,False
2022-05-16,30264.66,44502.27,21962.76,True,False,False,False,False,False
2022-05-23,29448.94,44310.97,22068.92,True,False,False,False,False,False
2022-05-30,29888.98,44196.96,22183.21,True,False,False,False,False,False
2022-06-06,26585.1,44034.67,22284.58,True,False,False,False,False,False
2022-06-13,20552.82,43739.94,22354.93,True,True,False,True,False,False
2022-06-20,21028.69,43475.34,22426.57,True,True,False,False,False,False
2022-06-27,19294.46,43225.7,22486.59,True,True,False,False,False,False
2022-07-04,20856.08,42934.26,22559.69,True,True,False,False,False,False
2022-07-11,20801.85,42553.51,22631.2,True,True,False,False,False,False
2022-07-18,22595.81,42128.26,22710.67,True,True,False,False,False,False
2022-07-25,23322.53,41654.14,22794.29,True,False,False,False,False,True
2022-08-01,23187.62,41131.86,22877.34,True,False,False,False,False,False
2022-08-08,24320.0,40642.09,22968.03,True,False,False,False,False,False
2022-08-15,21514.0,40036.18,23043.53,True,True,False,True,False,False
2022-08-22,19557.0,39506.62,23109.29,True,True,False,False,False,False
2022-08-29,20007.0,38961.85,23177.22,True,True,False,False,False,False
2022-09-05,21835.0,38534.46,23254.6,True,True,False,False,False,False
2022-09-12,19419.0,37958.12,23323.9,True,True,False,False,False,False
2022-09-19,18810.0,37240.02,23398.26,True,True,False,False,False,False
2022-09-26,19051.0,36390.26,23473.0,True,True,False,False,False,False
2022-10-03,19445.0,35560.96,23552.58,True,True,False,False,False,False
2022-10-10,19264.0,34719.05,23632.93,True,True,False,False,False,False
2022-10-17,19574.0,33844.53,23711.08,True,True,False,False,False,False
2022-10-24,20628.0,32946.89,23795.04,True,True,False,False,False,False
2022-10-31,20907.0,32191.46,23879.37,True,True,False,False,False,False
2022-11-07,16310.0,31370.89,23943.34,True,True,False,False,False,False
2022-11-14,16256.0,30706.75,24006.94,True,True,False,False,False,False
2022-11-21,16424.0,30032.74,24071.39,True,True,False,False,False,False
2022-11-28,17114.0,29440.93,24139.89,True,True,False,False,False,False
2022-12-05,17091.0,28766.92,24207.09,True,True,False,False,False,False
2022-12-12,16749.0,28154.9,24272.71,True,True,False,False,False,False
2022-12-19,16828.0,27653.94,24338.2,True,True,False,False,False,False
2022-12-26,16615.0,27124.09,24402.32,True,True,False,False,False,False
2023-01-02,17119.0,26740.6,24468.43,True,True,False,False,False,False
2023-01-09,20885.0,26399.46,24553.03,True,True,False,False,False,False
2023-01-16,22717.0,26005.4,24646.76,True,True,False,False,False,False
2023-01-23,23746.0,25638.76,24745.01,True,True,False,False,False,False
2023-01-30,22937.0,25330.02,24833.74,True,True,False,False,False,False
2023-02-06,21789.0,25011.55,24916.87,True,True,False,False,False,False
2023-02-13,24296.0,24728.69,25011.87,True,True,False,False,False,False
2023-02-20,23562.0,24444.12,25103.88,True,True,False,False,False,False
2023-02-27,22428.0,24067.84,25187.47,True,True,False,False,False,False
2023-03-06,22183.0,23574.21,25263.52,True,True,False,False,False,False
2023-03-13,28054.0,23207.26,25362.79,False,False,False,False,True,True
2023-03-20,28004.0,22924.66,25459.14,False,False,False,False,False,False
2023-03-27,28186.0,22694.56,25556.4,False,False,False,False,False,False
2023-04-03,28340.0,22472.01,25659.93,False,False,False,False,False,False
2023-04-10,30330.0,22308.84,25766.71,False,False,False,False,False,False
2023-04-17,27596.0,22180.25,25850.53,False,False,False,False,False,False
2023-04-24,29235.0,22139.05,25942.91,False,False,False,False,False,False
2023-05-01,28472.0,22103.2,26027.92,False,False,False,False,False,False
2023-05-08,26933.0,22052.88,26111.62,False,False,False,False,False,False
2023-05-15,26750.0,21990.1,26192.37,False,False,False,False,False,False
2023-05-22,28072.0,22019.84,26285.07,False,False,False,False,False,False
2023-05-29,27125.0,22151.28,26365.76,False,False,False,False,False,False
2023-06-05,25941.0,22249.53,26437.82,False,True,False,True,False,False
2023-06-12,26340.0,22390.44,26517.92,False,True,False,False,False,False
2023-06-19,30477.0,22582.86,26619.62,False,False,False,False,False,True
2023-06-26,30616.0,22779.14,26723.87,False,False,False,False,False,False
2023-07-03,30167.0,22930.56,26822.7,False,False,False,False,False,False
2023-07-10,30253.0,23069.17,26922.44,False,False,False,False,False,False
2023-07-17,30085.0,23207.12,27022.76,False,False,False,False,False,False
2023-07-24,29279.0,23306.3,27128.91,False,False,False,False,False,False
2023-07-31,29042.0,23456.86,27234.85,False,False,False,False,False,False
2023-08-07,29284.0,23651.4,27339.86,False,False,False,False,False,False
2023-08-14,26192.0,23775.1,27429.64,False,True,False,True,False,False
2023-08-21,26090.0,23860.2,27512.31,False,True,False,False,False,False
2023-08-28,25970.0,23991.22,27596.12,False,True,False,False,False,False
2023-09-04,25836.0,24131.74,27680.18,False,True,False,False,False,False
2023-09-11,26535.0,24281.42,27770.36,False,True,False,False,False,False
2023-09-18,26248.0,24417.48,27867.05,False,True,False,False,False,False
2023-09-25,27995.0,24592.1,27969.97,False,False,False,False,False,False
2023-10-02,27933.0,24759.28,28072.01,False,True,False,True,False,False
2023-10-09,27174.0,24890.2,28172.3,False,True,False,False,False,False
2023-10-16,30002.0,25072.1,28284.77,False,False,False,False,False,True
2023-10-23,34538.0,25436.66,28420.53,False,False,False,False,False,False
2023-10-30,35045.0,25812.44,28558.97,False,False,False,False,False,False
2023-11-06,37086.0,26225.68,28703.5,False,False,False,False,False,False
2023-11-13,37426.0,26631.92,28847.14,False,False,False,False,False,False
2023-11-20,37460.0,27039.3,28991.49,False,False,False,False,False,False
2023-11-27,39989.0,27504.1,29144.79,False,False,False,False,False,False
2023-12-04,43786.0,28043.26,29312.85,False,False,False,False,False,False
2023-12-11,41345.0,28537.86,29470.01,False,False,False,False,False,False
2023-12-18,43033.0,29056.14,29635.35,False,False,False,False,False,False
2023-12-25,42258.0,29483.6,29803.99,False,False,False,False,False,False
2024-01-01,43944.0,29908.14,29983.55,False,False,False,False,False,False
2024-01-08,41715.0,30267.52,30165.4,False,False,False,False,False,False
2024-01-15,41560.0,30639.98,30344.14,False,False,False,False,False,False
2024-01-22,42026.0,31044.72,30524.91,False,False,False,False,False,False
2024-01-29,42570.0,31410.2,30703.89,False,False,False,False,False,False
2024-02-05,48313.0,31905.22,30910.91,False,False,False,False,False,False
2024-02-12,52130.0,32499.26,31135.93,False,False,False,False,False,False
2024-02-19,51722.0,33090.04,31356.03,False,False,False,False,False,False
2024-02-26,63142.0,33791.8,31627.16,False,False,False,False,False,False
2024-03-04,69026.0,34612.24,31928.63,False,False,False,False,False,False
2024-03-11,68352.0,35415.56,32222.06,False,False,False,False,False,False
2024-03-18,67188.0,36192.52,32514.41,False,False,False,False,False,False
2024-03-25,71285.0,37011.62,32823.6,False,False,False,False,False,False
2024-04-01,69358.0,37846.86,33121.64,False,False,False,False,False,False
2024-04-08,65749.0,38577.14,33403.74,False,False,False,False,False,False
2024-04-15,64950.0,39306.7,33682.07,False,False,False,False,False,False
2024-04-22,63098.0,40030.0,33951.97,False,False,False,False,False,False
2024-04-29,64021.0,40775.42,34226.7,False,False,False,False,False,False
2024-05-06,61462.0,41443.22,34487.47,False,False,False,False,False,False
2024-05-13,66275.0,42226.22,34772.79,False,False,False,False,False,False
2024-05-20,68489.0,43077.18,35065.51,False,False,False,False,False,False
2024-05-27,67752.0,43905.42,35348.91,False,False,False,False,False,False
2024-06-03,69640.0,44688.68,35638.7,False,False,False,False,False,False
2024-06-10,66622.0,45408.8,35912.24,False,False,False,False,False,False
2024-06-17,63154.0,46068.54,36169.78,False,False,False,False,False,False
2024-06-24,62676.0,46717.0,36424.62,False,False,False,False,False,False
2024-07-01,55829.0,47231.88,36652.46,False,False,False,False,False,False
2024-07-08,60823.0,47862.76,36904.9,False,False,False,False,False,False
2024-07-15,68158.0,48645.08,37191.08,False,False,False,False,False,False
2024-07-22,68264.0,49424.68,37478.49,False,False,False,False,False,False
2024-07-29,58142.0,50063.68,37715.86,False,False,False,False,False,False
2024-08-05,58725.0,50716.38,37952.62,False,False,False,False,False,False
2024-08-12,58430.0,51365.58,38187.17,False,False,False,False,False,False
2024-08-19,64262.0,52134.1,38443.28,False,False,False,False,False,False
2024-08-26,57310.0,52749.6,38661.02,False,False,False,False,False,False
2024-09-02,54866.0,53321.96,38857.91,False,False,False,False,False,False
2024-09-09,59130.0,53944.66,39073.68,False,False,False,False,False,False
2024-09-16,63563.0,54657.26,39299.32,False,False,False,False,False,False
2024-09-23,65601.0,55425.8,39536.36,False,False,False,False,False,False
2024-09-30,62814.0,56082.04,39753.53,False,False,False,False,False,False
2024-10-07,62849.0,56648.26,39971.96,False,False,False,False,False,False
2024-10-14,69011.0,57327.58,40199.66,False,False,False,False,False,False
2024-10-21,67938.0,57944.62,40408.05,False,False,False,False,False,False
2024-10-28,68738.0,58570.86,40586.26,False,False,False,False,False,False
2024-11-04,80425.0,59430.16,40797.51,False,False,False,False,False,False
2024-11-11,89861.0,60427.6,41067.72,False,False,False,False,False,False
2024-11-18,98007.0,61512.02,41396.31,False,False,False,False,False,False
2024-11-25,97291.0,62630.94,41717.06,False,False,False,False,False,False
2024-12-02,101204.0,63794.36,42028.79,False,False,False,False,False,False
2024-12-09,104427.0,65037.74,42307.61,False,False,False,False,False,False
2024-12-16,95098.0,66060.82,42495.64,False,False,False,False,False,False
2024-12-23,93557.0,67097.66,42737.22,False,False,False,False,False,False
2024-12-30,98327.0,68233.0,42974.01,False,False,False,False,False,False
2025-01-06,94497.0,69282.42,43151.42,False,False,False,False,False,False
2025-01-13,101237.0,70455.76,43370.69,False,False,False,False,False,False
2025-01-20,102573.0,71540.96,43604.6,False,False,False,False,False,False
2025-01-27,97675.0,72451.86,43801.92,False,False,False,False,False,False
2025-02-03,96477.0,73346.96,43984.41,False,False,False,False,False,False
2025-02-10,96132.0,74006.76,44183.66,False,False,False,False,False,False
2025-02-17,96262.0,74551.48,44419.33,False,False,False,False,False,False
2025-02-24,94273.0,75069.9,44607.58,False,False,False,False,False,False
2025-03-03,80708.0,75340.3,44719.6,False,False,False,False,False,False
2025-03-10,82555.0,75565.7,44900.15,False,False,False,False,False,False
2025-03-17,86084.0,75900.22,45157.03,False,False,False,False,False,False
2025-03-24,82359.0,76232.42,45390.44,False,False,False,False,False,False
2025-03-31,78342.0,76500.26,45603.11,False,False,False,False,False,False
2025-04-07,83712.0,76912.54,45826.6,False,False,False,False,False,False
2025-04-14,85198.0,77336.08,46074.64,False,False,False,False,False,False
2025-04-21,93769.0,77982.22,46369.99,False,False,False,False,False,False
2025-04-28,94316.0,78543.04,46665.12,False,False,False,False,False,False
2025-05-05,104129.0,79255.84,47014.47,False,False,False,False,False,False
2025-05-12,106520.0,80031.2,47388.19,False,False,False,False,False,False
2025-05-19,109068.0,80819.76,47756.39,False,False,False,False,False,False
2025-05-26,105705.0,81601.42,48085.72,False,False,False,False,False,False
2025-06-02,105792.0,82454.18,48395.39,False,False,False,False,False,False
2025-06-09,105617.0,83313.0,48688.33,False,False,False,False,False,False
2025-06-16,101015.0,84216.72,48946.89,False,False,False,False,False,False
2025-06-23,108384.0,85167.94,49244.77,False,False,False,False,False,False
2025-06-30,109233.0,85989.44,49531.89,False,False,False,False,False,False
2025-07-07,119135.0,87006.86,49897.39,False,False,False,False,False,False
2025-07-14,117339.0,88190.8,50247.86,False,False,False,False,False,False
2025-07-21,119469.0,89405.68,50629.18,False,False,False,False,False,False
2025-07-28,114226.0,90521.6,50959.13,False,False,False,False,False,False
2025-08-04,119310.0,91622.56,51282.11,False,False,False,False,False,False
2025-08-11,117490.0,92826.16,51561.86,False,False,False,False,False,False
2025-08-18,113478.0,93998.4,51824.7,False,False,False,False,False,False
2025-08-25,108269.0,94981.18,52059.25,False,False,False,False,False,False
2025-09-01,111144.0,95932.8,52298.47,False,False,False,False,False,False
2025-09-08,115342.0,96927.62,52547.63,False,False,False,False,False,False
2025-09-15,115292.0,97977.18,52830.7,False,False,False,False,False,False
2025-09-22,112203.0,98964.26,53105.02,False,False,False,False,False,False
2025-09-29,123519.0,100054.42,53475.3,False,False,False,False,False,False
2025-10-06,115090.0,100997.46,53800.13,False,False,False,False,False,False
2025-10-13,108684.0,101796.38,54110.02,False,False,False,False,False,False
2025-10-20,114551.0,102478.9,54428.82,False,False,False,False,False,False
2025-10-27,110530.0,102892.28,54744.72,False,False,False,False,False,False
2025-11-03,104705.0,103026.24,55058.87,False,False,False,False,False,False
2025-11-10,94187.0,102964.16,55314.26,True,False,True,False,False,False
2025-11-17,86803.0,102676.14,55566.81,True,False,False,False,False,False
2025-11-24,90382.0,102395.24,55829.01,True,False,False,False,False,False
2025-12-01,90405.0,102301.38,56068.93,True,False,False,False,False,False
2025-12-08,88164.0,102193.52,56299.37,True,False,False,False,False,False
2025-12-15,88636.0,101999.7,56550.68,True,False,False,False,False,False
2025-12-22,87870.0,101867.16,56801.46,True,False,False,False,False,False
2025-12-29,91501.0,101672.44,57066.77,True,False,False,False,False,False
2026-01-05,90872.0,101438.42,57332.18,True,False,False,False,False,False
2026-01-12,93636.0,101357.64,57594.15,True,False,False,False,False,False
2026-01-19,86567.0,101159.44,57792.66,True,False,False,False,False,False
2026-01-26,76888.0,100774.56,57945.09,True,False,False,False,False,False
2026-02-02,70283.0,100254.98,58085.84,True,False,False,False,False,False
2026-02-09,68792.0,99745.36,58231.34,True,False,False,False,False,False
2026-02-16,67612.0,99483.44,58372.07,True,False,False,False,False,False
2026-02-23,65771.0,99147.76,58508.48,True,False,False,False,False,False
2026-03-02,65975.0,98745.58,58668.23,True,False,False,False,False,False
2026-03-09,72831.0,98555.02,58875.91,True,False,False,False,False,False
2026-03-16,67860.0,98345.38,59063.88,True,False,False,False,False,False
2026-03-23,65954.0,97990.22,59246.41,True,False,False,False,False,False
2026-03-30,68999.0,97666.24,59441.96,True,False,False,False,False,False
2026-04-06,70746.0,97205.78,59662.76,True,False,False,False,False,False
2026-04-13,73825.0,96795.96,59929.13,True,False,False,False,False,False
2026-04-20,78660.0,96286.58,60217.28,True,False,False,False,False,False
2026-04-27,78565.0,95727.48,60513.63,True,False,False,False,False,False
2026-05-04,82193.0,95189.98,60820.32,True,False,False,False,False,False
2026-05-11,77412.0,94624.12,61103.37,True,False,False,False,False,False
2026-05-18,76974.88,94047.78,61375.27,True,False,False,False,False,False
2026-05-25,73567.99,93406.8,61626.49,True,False,False,False,False,False
2026-06-01,63315.72,92652.81,61827.13,True,False,False,False,False,False
2026-06-08,65712.5,91799.38,62034.1,True,False,False,False,False,False
2026-06-15,63237.18,90879.47,62242.71,True,False,False,False,False,False
2026-06-22,59473.29,89686.23,62442.29,True,True,False,False,False,False
2026-06-29,63587.06,88611.19,62660.19,True,False,False,False,False,True
2026-07-06,63743.46,87496.68,62869.74,True,False,False,False,False,False
2026-07-13,64681.58,86505.79,63096.05,True,False,False,False,False,False
2026-07-20,65338.88,85426.37,63328.69,True,False,False,False,False,False
2026-07-27,63499.99,84346.57,63550.94,True,True,False,False,False,False
2026-08-03,64857.27,83374.16,63778.0,True,False,False,False,False,False
2026-08-10,62831.66,82465.41,63995.84,True,True,False,False,False,False
2026-08-17,77716.48,81796.86,64286.55,True,False,False,False,False,True
2026-08-24,77701.7,81044.05,64571.92,True,False,False,False,False,False
2026-08-31,79237.43,80322.96,64863.57,True,False,False,False,False,False
