date,close,sma_50w,sma_200w,below_sma_50w,below_sma_200w,event_first_below_50w,event_first_below_200w,event_reclaim_50w,event_reclaim_200w
2013-03-11,47.24,12.85,,False,False,False,False,False,False
2013-03-18,70.22,14.15,,False,False,False,False,False,False
2013-03-25,96.15,15.98,,False,False,False,False,False,False
2013-04-01,164.97,19.17,,False,False,False,False,False,False
2013-04-08,91.11,20.9,,False,False,False,False,False,False
2013-04-15,118.81,23.17,,False,False,False,False,False,False
2013-04-22,135.28,25.78,,False,False,False,False,False,False
2013-04-29,116.57,28.01,,False,False,False,False,False,False
2013-05-06,114.5,30.2,,False,False,False,False,False,False
2013-05-13,116.38,32.42,,False,False,False,False,False,False
2013-05-20,129.5,34.9,,False,False,False,False,False,False
2013-05-27,123.0,37.24,,False,False,False,False,False,False
2013-06-03,100.17,39.12,,False,False,False,False,False,False
2013-06-10,99.37,40.97,,False,False,False,False,False,False
2013-06-17,100.41,42.85,,False,False,False,False,False,False
2013-06-24,89.53,44.48,,False,False,False,False,False,False
2013-07-01,73.96,45.8,,False,False,False,False,False,False
2013-07-08,90.03,47.42,,False,False,False,False,False,False
2013-07-15,85.93,48.93,,False,False,False,False,False,False
2013-07-22,92.71,50.55,,False,False,False,False,False,False
2013-07-29,96.38,52.32,,False,False,False,False,False,False
2013-08-05,94.09,53.99,,False,False,False,False,False,False
2013-08-12,99.3,55.78,,False,False,False,False,False,False
2013-08-19,113.12,57.82,,False,False,False,False,False,False
2013-08-26,130.66,60.2,,False,False,False,False,False,False
2013-09-02,118.34,62.32,,False,False,False,False,False,False
2013-09-09,125.36,64.59,,False,False,False,False,False,False
2013-09-16,123.27,66.82,,False,False,False,False,False,False
2013-09-23,127.01,69.12,,False,False,False,False,False,False
2013-09-30,122.49,71.35,,False,False,False,False,False,False
2013-10-07,132.82,73.79,,False,False,False,False,False,False
2013-10-14,166.59,76.91,,False,False,False,False,False,False
2013-10-21,194.0,80.57,,False,False,False,False,False,False
2013-10-28,210.0,84.54,,False,False,False,False,False,False
2013-11-04,323.0,90.76,,False,False,False,False,False,False
2013-11-11,477.38,100.06,,False,False,False,False,False,False
2013-11-18,800.05,115.79,,False,False,False,False,False,False
2013-11-25,955.0,134.63,,False,False,False,False,False,False
2013-12-02,787.0,150.1,,False,False,False,False,False,False
2013-12-09,862.0,167.08,,False,False,False,False,False,False
2013-12-16,612.66,179.07,,False,False,False,False,False,False
2013-12-23,728.0,193.36,,False,False,False,False,False,False
2013-12-30,905.0,211.15,,False,False,False,False,False,False
2014-01-06,844.05,227.68,,False,False,False,False,False,False
2014-01-13,842.07,244.11,,False,False,False,False,False,False
2014-01-20,814.75,259.93,,False,False,False,False,False,False
2014-01-27,814.99,275.69,,False,False,False,False,False,False
2014-02-03,687.37,288.84,,False,False,False,False,False,False
2014-02-10,621.0,300.58,,False,False,False,False,False,False
2014-02-17,610.09,311.87,,False,False,False,False,False,False
2014-02-24,566.24,322.25,,False,False,False,False,False,False
2014-03-03,640.0,333.65,,False,False,False,False,False,False
2014-03-10,634.99,344.43,,False,False,False,False,False,False
2014-03-17,561.0,352.35,,False,False,False,False,False,False
2014-03-24,460.0,359.72,,False,False,False,False,False,False
2014-03-31,456.27,366.47,,False,False,False,False,False,False
2014-04-07,416.3,372.09,,False,False,False,False,False,False
2014-04-14,500.0,379.76,,False,False,False,False,False,False
2014-04-21,430.0,386.07,,False,False,False,False,False,False
2014-04-28,438.04,392.51,,False,False,False,False,False,False
2014-05-05,440.0,398.72,,False,False,False,False,False,False
2014-05-12,446.91,405.19,,False,False,False,False,False,False
2014-05-19,573.9,414.67,,False,False,False,False,False,False
2014-05-26,630.99,425.3,,False,False,False,False,False,False
2014-06-02,658.0,436.45,,False,False,False,False,False,False
2014-06-09,588.55,446.43,,False,False,False,False,False,False
